id, name, lat, lng
3373, "The American Grilled Cheese Kitchen", 37.782053, -122.392835
3374, "_undetermined", 37.756408, -122.392750
3375, "_undetermined", 37.77344684, -122.39268338
3376, "Say Media ", 37.77936919, -122.39260615
3377, "_undetermined", 37.779369, -122.392606
3378, "Nova Bar and Restaurant", 37.782556, -122.392559
3379, "Nova Bar and Restaurant", 37.782556, -122.392559
3380, "Nova Bar and Restaurant", 37.782556, -122.392559
3381, "United Barbell (CrossFit SOMA)", 37.781823, -122.392547
3382, "Jewish Community Federation", 37.793145, -122.392541
3383, "residential complex", 37.779734, -122.392511
3384, "_undetermined", 37.782539, -122.392461
3385, "_undetermined", 37.782539, -122.392461
3386, "Little Saigon", 37.793012, -122.392374
3387, "Caltrain", 37.757410, -122.392370
3388, "Caltrain", 37.757410, -122.392370
3389, "_undetermined", 37.789286, -122.392299
3390, "_undetermined", 37.790346, -122.392214
3391, "Las Palmas", 37.729771, -122.392154
3392, "_undetermined", 37.782263, -122.392143
3393, "_undetermined", 37.782263, -122.392143
3394, "_undetermined", 37.78226310, -122.39214260
3395, "_undetermined", 37.78226310, -122.39214260
3396, "Ozumo Restaurant", 37.792699, -122.391982
3397, "YMCA", 37.792699, -122.391982
3398, "AA Photography", 37.73220117, -122.39196216
3399, "_undetermined", 37.732935, -122.391769
3400, "_undetermined", 37.777528, -122.391686
3401, "_undetermined", 37.77752751, -122.39168557
3402, "Golden City Chinese Cuisine", 37.731846, -122.391394
3403, "Peking Wok", 37.733820, -122.391388
3404, "Bagel Bakery", 37.779252, -122.391369
3405, "Modern Dentistry", 37.779252, -122.391369
3406, "Beach Blanket Babylon", 37.780697, -122.391232
3407, "Hop Li Restaurant", 37.732624, -122.391169
3408, "Ebony Beauty Supply", 37.734589, -122.391116
3409, "Bayview Library Branch", 37.732453, -122.391023
3410, "Bayview Library Branch", 37.732453, -122.391023
3411, "Yosemite Business Center", 37.726006, -122.391017
3412, "Positive Directiond Equals Change", 37.735120, -122.390942
3413, "Positive Directiond Equals Change", 37.735443, -122.390845
3414, "_undetermined", 37.733543, -122.390807
3415, "_undetermined", 37.779507, -122.390710
3416, "Rickshaw Bagworks", 37.758032, -122.390585
3417, "United Beauty Salon", 37.736098, -122.390554
3418, "_undetermined", 37.780226, -122.390466
3419, "Dekko Salon", 37.753680, -122.390415
3420, "OM Power SF", 37.781388, -122.390353
3421, "Bakery San Marcos", 37.73688568, -122.39027833
3422, "Bayview Opera House", 37.735004, -122.390172
3423, "Providence Foundation", 37.735686, -122.390032
3424, "UCSF", 37.77014638, -122.38987095
3425, "_undetermined", 37.789803, -122.389757
3426, "Universal Martial Arts Academy", 37.73825175, -122.38970207
3427, "Universal Martial Arts Academy", 37.73825175, -122.38970207
3428, "Super Save", 37.736551, -122.389700
3429, "UCSF", 37.76856044, -122.38967783
3430, "Paragon Restaurant", 37.78063023, -122.38962498
3431, "Paragon Restaurant", 37.78063023, -122.38962498
3432, "YMCA Bay View", 37.731805, -122.389581
3433, "Laundry Locker Cleaners", 37.767963, -122.389495
3434, "_undetermined", 37.738093, -122.389208
3435, "Burnett CDC (as known as Leona Havard)", 37.734384, -122.389127
3436, "Joe Lee Rec Ctr", 37.734384, -122.389127
3437, "Joe Lee Rec Ctr", 37.734384, -122.389127
3438, "_undetermined", 37.763188, -122.389089
3439, "_undetermined", 37.763188, -122.389089
3440, "Veritable Vegetable", 37.750453, -122.389020
3441, "Delancy Street Restaurant", 37.783486, -122.388893
3442, "Homeless shelter", 37.726728, -122.388658
3443, "Dogpatch Saloon", 37.75815494, -122.38856125
3444, "03RD St", 37.75815494, -122.38856125
3445, "_undetermined", 37.75815494, -122.38856125
3446, "Dogpatch Saloon", 37.75815494, -122.38856125
3447, "_undetermined", 37.75815494, -122.38856125
3448, "03RD Street Boxing Gym", 37.756961, -122.388509
3449, "Retox Lounge", 37.760684, -122.388228
3450, "Portrero Kids on Third", 37.761183, -122.388119
3451, "San Francisco General Hospital", 37.756717, -122.387649
3452, "Bayview Plaza", 37.741940, -122.387432
3453, "Nueva Castilla Company", 37.740159, -122.387337
3454, "Pier 52 Boat Launch", 37.770980, -122.386260
3455, "CCSF", 37.741798, -122.384707
3456, "CCSF", 37.741798, -122.384707
3457, "Blue Bottle Cafe", 37.776340, -122.423099
3458, "Commodore Stockton CDC (PreK & SA)", 37.794779, -122.409028
3459, "Green Twig Salon", 37.750131, -122.427210
3460, "Groove Salon", 37.790226, -122.393799
3461, "Fitwell Chiropractic", 37.754594, -122.432224
3462, "Adda Clevenger Jr Prep School", 37.753824, -122.424237
3463, "Kate Kennedy (SA) CDC", 37.742294, -122.431040
3464, "Doctor's Lounge", 37.720872, -122.437796
3465, "Bryant (PreK & SA) CDC", 37.755085, -122.408471
3466, "Cafe Hollow", 37.763680, -122.473198
3467, "Mission Annex CDC", 37.750243, -122.419293
3468, "FFDG Art Gallery", 37.760618, -122.419184
3469, "Live Fit Gym", 37.775891, -122.422909
3470, "Levi's", 37.788545, -122.406795
3471, "Bay 1 Fitness", 37.778426, -122.415240
3472, "33rd Ave and Clement (Lincoln Park playground)", 37.781611, -122.493429
3473, "34TH Ave and Clement (Lincoln Park playground)", 37.781571, -122.494500
3474, "21st St and Folsom (Jose Coronado Playground)", 37.757302, -122.414520
3475, "Garfield Square", 37.750975, -122.411988
3476, "Duboce Park", 37.769285, -122.432945
3477, "Garfield Square", 37.749796, -122.412639
3478, "Duboce and Noe (Duboce Park)", 37.769300, -122.433080
3479, "Eyebrows To Die For", 37.794964, -122.423418
3480, "Tully's Coffee", 37.792071, -122.434535
3481, "UCSF Medical Campus garage", 37.764416, -122.458865
3482, "Pandora's Trunk", 37.772073, -122.431199
3483, "Flourish: A Chiropractic Studio", 37.770790, -122.432930
3484, "Yerba Buena Center (Gallery)", 37.786217, -122.401972
3485, "Peet's Coffee", 37.788043, -122.399652
3486, "Noah's Bagels", 37.790732, -122.396467
3487, "USPS", 37.792214, -122.391979
3488, "Starlight Market", 37.784928, -122.412999
3489, "Hand Printed Custom Shirts", 37.768223, -122.452762
3490, "Douglass Playground", 37.747805, -122.438205
3491, "Ali Baba's Cave", 37.760164, -122.421334
3492, "US Post Office", 37.784104, -122.433678
3493, "4 Embarcadero Center", 37.795143, -122.396140
3494, "3 Embarcadero Center", 37.795031, -122.397003
3495, "2 Embarcadero Center", 37.794810, -122.398770
3496, "25TH ST AND SAN BRUNO (Potrero Del Sol Park)", 37.751851, -122.404230
3497, "Get Lost Travel Books", 37.771358, -122.423944
3498, "Carecen", 37.748112, -122.418119
3499, "Taqueria El Buen Sabor", 37.761743, -122.421492
3500, "Clothes Contact", 37.765395, -122.421854
3501, "Elbo Room bar", 37.762654, -122.421592
3502, "Balmoral Hotel", 37.794628, -122.403902
3503, "Ocean Psychic", 37.724256, -122.458169
3504, "Viking Submarines", 37.724040, -122.456539
3505, "In Style", 37.725343, -122.462609
3506, "_undetermined", 37.788329, -122.405086
3507, "US Post Office", 37.780419, -122.479974
3508, "Sheng Kee Bakery", 37.764089, -122.466519
3509, "Grove and Polk (Opera House)", 37.778480, -122.418218
3510, "San Francisco International Hostel", 37.784800, -122.409298
3511, "Masonic and Page", 37.771143, -122.445538
3512, "FedEx Office Print & Ship Center", 37.769470, -122.426251
3513, "Mission Skateboards", 37.752525, -122.412912
3514, "ABC Market", 37.749612, -122.408789
3515, "Beauty Bar", 37.760276, -122.419152
3516, "05TH St and Market", 37.783971, -122.408097
3517, "Filbert and Stockton (Embacadero Promenade)", 37.801371, -122.409359
3518, "Video Wave", 37.750228, -122.433907
3519, "Brava Theatre", 37.752943, -122.407918
3520, "J&E", 37.753046, -122.404764
3521, "Pop's Bar", 37.752926, -122.408210
3522, "Brava Theater Center", 37.752829, -122.407981
3523, "Green 11", 37.751515, -122.431418
3524, "Cafe La Boheme", 37.752281, -122.418974
3525, "Madrigal Printing", 37.752811, -122.408313
3526, "Luz de Luna", 37.750688, -122.418702
3527, "Mullen & Mullen Sewing Contractor", 37.757451, -122.411472
3528, "CCSF Mission", 37.755011, -122.419888
3529, "Polaris Group", 37.780728, -122.396475
3530, "Jade Cafe", 37.765755, -122.410601
3531, "Nob Hill Hardware", 37.791013, -122.417677
3532, "_undetermined", 37.791001, -122.417772
3533, "Bayview Hunter Point Foundation", 37.725038, -122.393620
3534, "Castro Coffee Company", 37.761976, -122.435031
3535, "_undetermined", 37.742359, -122.426580
3536, "Underglass Framing", 37.766427, -122.428900
3537, "Blue Fin Sushi", 37.782350, -122.478606
3538, "Fabrix", 37.783085, -122.460178
3539, "JavaSource Coffee House", 37.782967, -122.462741
3540, "_undetermined", 37.800851, -122.411062
3541, "Cara Glass and Sash Co.", 37.775459, -122.437954
3542, "The Perish Trust", 37.776219, -122.437964
3543, "Vinyl Wine Bar", 37.772837, -122.437433
3544, "Infusion Lounge", 37.785519, -122.408275
3545, "_undetermined", 37.784051, -122.418852
3546, "_undetermined", 37.755804, -122.414328
3547, "digipop", 37.763650, -122.415075
3548, "_undetermined", 37.781045, -122.419843
3549, "Shear Bliss", 37.775764, -122.422812
3550, "_undetermined", 37.788109, -122.405180
3551, "_undetermined", 37.768043, -122.424342
3552, "_undetermined", 37.771881, -122.431769
3553, "_undetermined", 37.771961, -122.431205
3554, "_undetermined", 37.770037, -122.447076
3555, "_undetermined", 37.772059, -122.430516
3556, "_undetermined", 37.769667, -122.449948
3557, "_undetermined", 37.770109, -122.446524
3558, "_undetermined", 37.770223, -122.444803
3559, "Groove Merchant Records", 37.771666, -122.433477
3560, "Cycle Gear", 37.751018, -122.411795
3561, "Main Postal Service Location", 37.787951, -122.390673
3562, "H&W Liquors", 37.775980, -122.429577
3563, "nida", 37.776630, -122.425398
3564, "_undetermined", 37.777103, -122.421635
3565, "_undetermined", 37.721768, -122.461809
3566, "Good Will", 37.782886, -122.403287
3567, "Amazing Fantasy", 37.764168, -122.464655
3568, "_undetermined", 37.786187, -122.412972
3569, "_undetermined", 37.766402, -122.421073
3570, "_undetermined", 37.773624, -122.421127
3571, "_undetermined", 37.764975, -122.431931
3572, "One Bush Plaza", 37.790245, -122.400299
3573, "Skin Deep", 37.788205, -122.402842
3574, "Green Chile Kitchen & Market", 37.778362, -122.433436
3575, "Woodiz Liquor", 37.709507, -122.450481
3576, "Ocon Enterprises", 37.730254, -122.429857
3577, "_undetermined", 37.777075, -122.413563
3578, "_undetermined", 37.771784, -122.419203
3579, "Burger King", 37.721629, -122.437219
3580, "The Purple Onion", 37.797438, -122.403613
3581, "Don Chuys Mexi-Mercado", 37.723955, -122.428942
3582, "Chestnut and Divisadero (Harvey Milk Plaza)", 37.799984, -122.442839
3583, "Hill and Valencia", 37.756102, -122.421037
3584, "The Embarcadero and Washington St", 37.796643, -122.395559
3585, "02ND St and Market", 37.789243, -122.401398
3586, "02ND St and Market", 37.789243, -122.401398
3587, "03RD St and Folsom", 37.783784, -122.398958
3588, "03RD St and Folsom", 37.783784, -122.398958
3589, "04TH St and Market", 37.785702, -122.405889
3590, "04TH St and Mission", 37.784524, -122.404257
3591, "04TH St and Mission", 37.784524, -122.404257
3592, "04TH St and Mission", 37.784524, -122.404257
3593, "05TH St and Market", 37.783971, -122.408097
3594, "06TH Ave and Balboa", 37.777213, -122.464017
3595, "06TH St and Brannan", 37.774832, -122.400961
3596, "06TH St and Brannan", 37.774832, -122.400961
3597, "08TH Ave and Irving", 37.764091, -122.465249
3598, "08TH St and Market", 37.778712, -122.414757
3599, "24th St and Potrero", 37.752993, -122.406317
3600, "26th Ave and Clement", 37.781973, -122.485940
3601, "29th St and Church", 37.743702, -122.426657
3602, "Battery and Washington", 37.795894, -122.400497
3603, "Beale and Howard", 37.789921, -122.394279
3604, "Beulah and Stanyan", 37.767293, -122.453147
3605, "Broderick and Oak", 37.772914, -122.439079
3606, "Broderick and Page", 37.772004, -122.438901
3607, "California and Divisadero", 37.788083, -122.440449
3608, "California and Polk", 37.790572, -122.420680
3609, "California and Spruce", 37.786402, -122.453411
3610, "California and Spruce", 37.786402, -122.453411
3611, "Cole and Parnassus", 37.764862, -122.449780
3612, "Diamond and Wilder", 37.734264, -122.433927
3613, "Ellis and Polk", 37.784042, -122.419351
3614, "Fillmore and O'Farrell", 37.783284, -122.432710
3615, "Franklin and Grove (Xtreme Pizza)", 37.778021, -122.421519
3616, "Frederick and Stanyan", 37.766370, -122.452960
3617, "Golden Gate Ave and Masonic", 37.777673, -122.446840
3618, "Gough and Grove", 37.777811, -122.423160
3619, "Howard and Spear", 37.791322, -122.392548
3620, "Howard and Steuart", 37.792022, -122.391638
3621, "Ivy and Webster", 37.776522, -122.429610
3622, "Kearny and Sutter", 37.789832, -122.403837
3623, "Kirkwood and La Salle", 37.727792, -122.372249
3624, "McAllister and Polk (City Hall)", 37.780273, -122.418597
3625, "Mission and New Montgomery", 37.787450, -122.400497
3626, "Mission and Spear", 37.792562, -122.394069
3627, "Mission and Spear (Rincon Center)", 37.792562, -122.394069
3628, "Pacific and Polk", 37.795033, -122.421577
3629, "Post and Powell (CCA)", 37.788293, -122.408400
3630, "Post and Steiner", 37.784943, -122.434717
3631, "Stockton and Union", 37.800434, -122.409168
3632, "The Embarcadero and Harrison St", 37.789502, -122.388610
3633, "The Embarcadero and Washington St", 37.796643, -122.395559
3634, "Ulloa and West Portal", 37.740892, -122.465757
3635, "04TH St and Harrison", 37.780782, -122.399627
3636, "04TH St and Howard", 37.783271, -122.402700
3637, "04TH St and Howard", 37.783271, -122.402700
3638, "04TH St and Market", 37.785702, -122.405889
3639, "06TH Ave and Balboa", 37.777213, -122.464017
3640, "08TH Ave and Irving", 37.764091, -122.465249
3641, "16TH AND SAN BRUNO (UPS)", 37.765893, -122.405568
3642, "16th St and Church", 37.764501, -122.428651
3643, "18th St and Castro", 37.760893, -122.434998
3644, "23rd St and S Van Ness (Cala)", 37.753961, -122.416438
3645, "27TH ST AND SAN JOSE (St. Luke's)", 37.747222, -122.421398
3646, "Broadway and Romolo", 37.797941, -122.406219
3647, "California and Grant", 37.792464, -122.405889
3648, "Carl and Stanyan", 37.765420, -122.452750
3649, "Clay and Polk", 37.792392, -122.421050
3650, "Clay and Van Ness", 37.792174, -122.422768
3651, "Columbus and Union", 37.800314, -122.410167
3652, "Fillmore and O'Farrell", 37.783284, -122.432710
3653, "Fillmore and Post", 37.785162, -122.433080
3654, "Fillmore and Waller", 37.771192, -122.430239
3655, "Fillmore and Waller", 37.771192, -122.430239
3656, "Frederick and Stanyan", 37.766370, -122.452960
3657, "Great Highway and John F Kennedy", 37.770474, -122.510950
3658, "Grove and Polk", 37.778480, -122.418218
3659, "Grove and Van Ness", 37.778253, -122.419957
3660, "Guerrero and San Jose", 37.744991, -122.422379
3661, "O'Farrell and Polk", 37.784970, -122.419547
3662, "O'Farrell and Polk", 37.784970, -122.419547
3663, "O'Farrell and Stockton", 37.786634, -122.406389
3664, "Polk and Turk (El Super Bu)", 37.782173, -122.418998
3665, "Post and Van Ness", 37.786611, -122.421648
3666, "Post and Webster", 37.785363, -122.431430
3667, "Steiner and Waller", 37.770982, -122.431889
3668, "Stockton and Vallejo (Bean The", 37.798592, -122.408780
3669, "The Embarcadero and Harrison St", 37.789502, -122.388610
3670, "18TH ST AND ALABAMA (CCSF)", 37.761664, -122.412018
3671, "Larkin and Pine (Cafe)", 37.789832, -122.418860
3672, "03RD St and Townsend", 37.778864, -122.392749
3673, "03RD St and Townsend", 37.778864, -122.392749
3674, "04TH Ave and Clement", 37.783043, -122.462278
3675, "04TH St and Brannan", 37.778333, -122.396540
3676, "Broadway and Columbus", 37.797892, -122.406639
3677, "Columbus and Taylor", 37.803552, -122.414877
3678, "Duboce and Steiner (Duboce Park)", 37.769323, -122.431577
3679, "Folsom and Spear", 37.790082, -122.391000
3680, "Front and Jackson", 37.796942, -122.399480
3681, "Gough and Hayes", 37.776883, -122.422968
3682, "Gough and Linden (clothing store)", 37.776424, -122.422879
3683, "04TH St and Brannan", 37.778333, -122.396540
3684, "04TH St and Harrison", 37.780782, -122.399627
3685, "Clay and Van Ness", 37.792174, -122.422768
3686, "Columbus and Kearny", 37.797062, -122.405390
3687, "Faxon and Ocean", 37.724763, -122.460239
3688, "Howard and Spear", 37.791322, -122.392548
3689, "Laguna and Page", 37.773663, -122.425698
3690, "Minna and New Montgomery", 37.787031, -122.399988
3691, "Revere and 03RD St", 37.732453, -122.391607
3692, "Shafter and 03RD St", 37.731641, -122.391888
3693, "_undetermined", 37.795606, -122.417622
3694, "_undetermined", 37.787558, -122.419981
3695, "Space Gallery", 37.787363, -122.420076
3696, "_undetermined", 37.786867, -122.408183
3697, "Liege Home and Garden", 37.788759, -122.442103
3698, "_undetermined", 37.787412, -122.452610
3699, "_undetermined", 37.787671, -122.451406
3700, "_undetermined", 37.769172, -122.451745
3701, "Hertz Rental", 37.766385, -122.417533
3702, "Citywide Logistics", 37.762561, -122.417184
3703, "_undetermined", 37.792044, -122.480165
3704, "_undetermined", 37.755649, -122.420929
3705, "_undetermined", 37.759668, -122.421432
3706, "_undetermined", 37.770802, -122.422381
3707, "_undetermined", 37.771502, -122.422448
3708, "_undetermined", 37.798708, -122.407474
3709, "_undetermined", 37.787580, -122.421919
3710, "_undetermined", 37.795671, -122.402460
3711, "Jay'n Bee Club", 37.759604, -122.408810
3712, "Mission Library", 37.752130, -122.419612
3713, "Louies Barber Shop", 37.762013, -122.435174
3714, "The Page Bar", 37.772194, -122.437154
3715, "Max's On the Square", 37.787233, -122.409819
3716, "HSM Realty", 37.776516, -122.426352
3717, "Perish Trust", 37.786895, -122.404333
3718, "Grove restaurant", 37.777091, -122.412446
3719, "Farmers Insurance", 37.729607, -122.430327
3720, "Duboce and Scott", 37.769113, -122.434909
3721, "07TH Ave and Irving", 37.764131, -122.464160
3722, "16TH ST AND DE HARO (Wedding Day Dances)", 37.766152, -122.401688
3723, "Balboa and Great Highway", 37.775081, -122.511289
3724, "Divisadero and O'Farrell (residential)", 37.782432, -122.439298
3725, "Jackson and Polk", 37.794141, -122.421389
3726, "Kearny and Post", 37.788904, -122.403659
3727, "Arts and Craftsman Supplies.", 37.788257, -122.416645
3728, "Pacific Food Mart", 37.785623, -122.436498
3729, "Walgreens", 37.724680, -122.459623
3730, "21st St and Folsom (playground)", 37.757302, -122.414520
3731, "Consignment Sports Store (rematchSports)", 37.795052, -122.421006
3732, "On The Corner Cafe", 37.772748, -122.437414
3733, "McAllister and Polk (City Hall)", 37.780273, -122.418597
3734, "19th St and Bryant", 37.760500, -122.410020
3735, "23rd St and Treat (playground)", 37.754171, -122.413120
3736, "25th St and Harrison (Martin Luther King Park)", 37.751044, -122.411728
3737, "26th St and Treat (Martin Luther King Park)", 37.749394, -122.412669
3738, "Polk and Sutter", 37.787762, -122.420100
3739, "Steiner and Sutter", 37.785893, -122.434900
3740, "Rincon Market", 37.791370, -122.392585
3741, "Nomad Body Piercing", 37.772032, -122.423064
3742, "Battery and Pine", 37.792263, -122.399770
3743, "Greenwich and Sansome (parking lot & restrooms)", 37.803111, -122.403137
3744, "Haight and Steiner (pavement to parks)", 37.771892, -122.432081
3745, "Howard and Main (triangle of unused land)", 37.790621, -122.393400
3746, "Vicente and West Portal", 37.739741, -122.467019
3747, "City College of SF Chinatown / North Beach Campus", 37.795430, -122.404624
3748, "Benders Bar", 37.782895, -122.421163
3749, "Folsom and Russ", 37.777642, -122.406728
3750, "Money Mart", 37.764859, -122.421953
3751, "17th St and Castro (pavement to parks)", 37.762641, -122.435159
3752, "K & H Liquors", 37.764867, -122.421815
3753, "04TH St and Berry", 37.775782, -122.393338
3754, "parking lot", 37.772644, -122.393795
3755, "03RD St and Mission Bay Blvd North", 37.771071, -122.389618
3756, "Bridgeview Way and Mission Bay Blvd N", 37.771207, -122.387778
3757, "Bridgeview Way and Mission Bay Blvd N", 37.771207, -122.387778
3758, "03RD St and Mission Bay Blvd North", 37.771071, -122.389618
3759, "Rich Sorro Commons", 37.777131, -122.392664
3760, "_undetermined", 37.771251, -122.398995
3761, "Avalon at Mission Bay", 37.776793, -122.393084
3762, "04TH St and 16th St", 37.766843, -122.390777
3763, "Campus Way and Owens (UCSF)", 37.767613, -122.393717
3764, "03RD St and Berry", 37.777530, -122.391107
3765, "04TH St and Berry", 37.775782, -122.393338
3766, "04TH St and Berry", 37.775782, -122.393338
3767, "04TH St and Townsend", 37.777111, -122.394988
3768, "06TH St and Berry", 37.772270, -122.397772
3769, "Berry St and King St", 37.775634, -122.394651
3770, "_undetermined", 37.772741, -122.393907
3771, "_undetermined", 37.771298, -122.399134
